915.290000	1738.900000	72.745000
515.160000	2082.500000	76.059000
483.040000	1709.200000	54.005000
348.450000	1756.800000	80.145000
609.380000	1709.800000	91.411000
624.160000	1431.200000	21.893000
122.340000	2048.400000	1.535300
974.850000	1762.500000	24.138000
862.030000	1536.500000	52.078000
302.030000	1511.600000	9.229500
502.750000	1581.600000	70.219000
408.810000	1877.000000	47.604000
736.100000	1544.300000	10.244000
574.950000	1497.400000	53.169000
232.060000	1707.500000	97.052000
926.670000	1912.100000	16.804000
777.010000	1670.700000	75.474000
232.310000	1802.600000	78.581000
260.850000	1896.400000	1.846400
773.320000	1973.900000	49.655000
626.890000	1937.800000	14.545000
621.920000	1962.100000	34.337000
240.830000	1631.000000	71.151000
792.380000	2166.900000	74.674000
896.090000	1736.800000	87.129000
254.890000	1829.300000	75.126000
549.770000	2068.200000	39.383000
604.810000	1861.400000	47.499000
955.150000	1753.400000	83.236000
689.440000	1548.700000	6.893200
168.500000	1649.200000	62.292000
419.590000	2030.700000	55.413000
841.910000	2143.300000	44.793000
15.919000	2088.200000	91.542000
571.020000	2002.200000	37.240000
77.328000	1996.800000	83.271000
674.330000	1857.500000	59.590000
239.550000	1990.700000	29.858000
600.720000	2012.300000	57.736000
480.860000	1464.300000	4.176800
619.490000	1665.400000	22.725000
267.470000	2188.600000	44.142000
103.800000	2104.300000	51.563000
826.040000	1686.400000	25.351000
1095.600000	1922.300000	68.093000
896.230000	1571.800000	2.645900
140.510000	1783.500000	92.389000
776.410000	2074.500000	18.274000
639.300000	1900.000000	29.559000
108.510000	1986.100000	40.341000
673.040000	1452.300000	39.853000
1062.200000	1820.000000	25.176000
854.010000	1561.600000	66.282000
1068.100000	1836.400000	6.935600
851.970000	2181.600000	40.289000
1118.400000	1866.600000	55.274000
1081.900000	1700.900000	62.871000
487.370000	2095.900000	23.174000
227.280000	1820.200000	78.640000
349.030000	1529.600000	51.890000
214.170000	1689.200000	58.959000
809.670000	2143.700000	38.688000
392.650000	2092.200000	80.669000
620.320000	1691.800000	82.836000
748.450000	1825.000000	77.682000
164.810000	1727.600000	0.954600
547.650000	1609.700000	35.942000
168.000000	1638.400000	24.344000
889.750000	1853.700000	92.831000
1101.000000	1987.100000	35.854000
775.130000	2041.700000	18.474000
1113.600000	2173.500000	40.887000
318.230000	2033.000000	44.611000
530.090000	1659.100000	82.913000
781.180000	1475.200000	5.905400
460.130000	2186.400000	80.070000
636.330000	1416.300000	59.506000
1027.600000	1949.000000	17.990000
227.900000	1900.600000	99.875000
1090.900000	1971.500000	49.529000
910.390000	1902.300000	73.892000
692.590000	2065.900000	41.966000
933.650000	1890.300000	97.543000
570.200000	1408.300000	95.715000
696.190000	1958.700000	38.362000
419.850000	1826.900000	39.985000
413.240000	1830.500000	56.948000
585.800000	1876.500000	0.204730
614.380000	1607.200000	88.408000
559.220000	2141.900000	1.986400
145.880000	1785.300000	39.053000
90.293000	1808.700000	46.226000
213.920000	2159.900000	42.448000
1046.900000	1780.100000	90.608000
646.370000	1404.900000	71.928000
632.580000	1762.600000	66.702000
963.420000	2086.100000	47.967000
883.810000	2116.200000	1.161400
677.820000	1726.500000	58.882000
876.480000	1489.600000	77.563000
205.880000	1845.500000	64.473000
191.930000	2090.800000	36.968000
411.980000	1632.900000	62.824000
292.440000	1892.800000	86.398000
632.260000	1582.600000	77.518000
716.400000	1889.600000	71.214000
883.770000	1529.700000	62.208000
1060.100000	1691.500000	50.706000
573.550000	1473.700000	87.328000
576.240000	1758.200000	68.773000
664.260000	2061.000000	60.062000
567.220000	1878.000000	25.573000
227.130000	1631.800000	4.357800
251.800000	2010.000000	26.414000
743.580000	2126.300000	79.974000
625.090000	1560.500000	15.007000
839.450000	1943.600000	59.387000
585.320000	1982.100000	81.473000
422.070000	1746.400000	82.183000
170.540000	2045.400000	91.462000
206.830000	1703.800000	2.803500
445.590000	1439.300000	25.172000
1123.800000	2016.000000	35.205000
94.166000	1845.300000	13.964000
891.700000	1655.100000	88.139000
216.900000	1951.500000	18.103000
974.920000	1820.500000	81.459000
29.324000	1957.700000	71.440000
203.080000	1922.900000	78.905000
1052.700000	2059.200000	36.251000
273.590000	1532.900000	41.024000
548.420000	1521.000000	46.731000
1079.700000	2131.000000	46.978000
265.880000	1754.400000	7.349600
404.260000	2048.700000	69.326000
1023.300000	1659.100000	27.458000
1088.100000	2157.200000	59.268000
742.740000	2194.500000	67.628000
657.810000	1733.100000	47.055000
260.430000	1576.200000	7.461300
76.855000	2188.200000	59.906000
792.670000	1837.000000	73.478000
84.223000	1861.900000	81.046000
57.028000	1833.300000	63.363000
1016.200000	1605.500000	42.331000
403.390000	1650.200000	55.883000
889.830000	1719.100000	43.620000
513.180000	2182.300000	66.600000
649.530000	1660.700000	31.336000
1144.400000	1772.100000	89.739000
650.100000	1900.500000	31.945000
702.640000	1744.300000	82.296000
576.370000	1589.000000	33.880000
1117.700000	1714.000000	88.263000
891.800000	1913.600000	79.043000
108.960000	1679.200000	80.582000
731.230000	1657.200000	73.164000
1107.700000	1959.900000	2.516000
896.390000	1887.900000	22.610000
517.730000	2062.100000	19.768000
807.990000	2115.700000	67.049000
843.860000	1838.000000	82.152000
833.740000	1941.800000	37.326000
822.980000	1665.300000	76.338000
751.320000	1725.100000	73.983000
380.060000	1978.600000	64.983000
435.740000	1844.000000	31.837000
777.570000	1598.000000	27.067000
90.439000	1730.800000	66.301000
174.520000	1583.500000	90.014000
592.790000	1899.500000	90.544000
387.600000	1514.700000	99.047000
544.490000	1868.700000	19.068000
264.900000	1682.200000	95.005000
745.840000	1705.300000	13.399000
487.980000	1678.600000	83.585000
313.640000	1903.800000	92.562000
102.280000	2121.300000	93.492000
115.410000	1980.500000	19.292000
209.870000	1941.900000	91.018000
256.910000	2062.800000	70.509000
239.430000	1850.100000	40.760000
911.070000	2068.300000	43.759000
959.680000	2139.600000	87.282000
716.960000	1751.500000	51.288000
417.370000	1774.800000	2.027000
680.070000	1756.400000	7.004900
548.880000	1778.400000	35.152000
720.480000	1534.200000	15.671000
653.990000	1542.500000	51.318000
351.490000	2070.300000	85.882000
610.290000	1449.300000	63.028000
630.220000	2172.000000	74.154000
124.650000	2164.700000	72.346000
585.770000	1726.400000	97.287000
680.710000	1633.100000	43.306000
450.340000	1575.000000	2.720500
678.630000	2147.100000	5.478100
888.070000	1892.300000	37.267000
1053.700000	2060.000000	2.528700
371.750000	1703.000000	88.279000
939.780000	1566.500000	84.194000
1025.000000	1694.000000	38.893000
600.890000	1628.200000	6.805300
156.900000	1971.300000	41.549000
738.090000	1660.100000	24.409000
110.210000	2079.800000	85.399000
891.410000	1711.600000	64.459000
182.880000	1606.200000	37.343000
210.550000	1872.300000	79.201000
46.993000	1981.200000	15.610000
1072.700000	1658.500000	33.309000
877.330000	2167.300000	32.374000
663.070000	1516.200000	56.559000
449.130000	1515.500000	17.928000
828.010000	1859.800000	30.373000
450.380000	2078.900000	6.021800
223.390000	1797.500000	21.501000
543.250000	1677.100000	54.345000
45.336000	2025.300000	24.516000
711.890000	1777.500000	43.906000
546.510000	1732.700000	57.769000
705.040000	2093.000000	53.799000
342.120000	1493.500000	44.295000
754.810000	1468.000000	10.052000
276.230000	2188.700000	31.078000
1007.800000	1861.800000	19.446000
510.450000	1566.000000	70.064000
829.470000	2014.600000	90.405000
653.840000	2047.200000	79.515000
455.360000	1716.600000	30.556000
583.240000	1919.200000	19.884000
297.290000	1559.100000	33.623000
724.360000	1905.400000	96.461000
508.220000	2075.800000	79.492000
167.070000	1600.200000	71.160000
477.440000	2037.600000	1.460700
523.040000	1592.000000	67.614000
420.150000	1851.100000	14.606000
929.090000	2039.600000	0.480520
400.850000	1625.000000	46.471000
1070.400000	2192.700000	74.825000
793.520000	2138.100000	78.998000
681.380000	1872.000000	54.776000
326.150000	1503.500000	68.136000
